hash,line,regex,end_url
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"    xmlSecGnuTLSDestroyParams(params, sizeof(params)/sizeof(params[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/gnutls/asymkeys.c:307
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"        xmlSecGnuTLSDestroyMpis(mpis, sizeof(mpis)/sizeof(mpis[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/gnutls/asymkeys.c:323
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"        xmlSecGnuTLSDestroyMpis(mpis, sizeof(mpis)/sizeof(mpis[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/gnutls/asymkeys.c:331
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"    xmlSecGnuTLSDestroyMpis(mpis, sizeof(mpis)/sizeof(mpis[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/gnutls/asymkeys.c:334
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"        xmlSecGnuTLSDestroyMpis(mpis, sizeof(mpis)/sizeof(mpis[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/gnutls/asymkeys.c:393
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"    xmlSecGnuTLSDestroyMpis(mpis, sizeof(mpis)/sizeof(mpis[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/gnutls/asymkeys.c:396
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"#define xmlSecMSCngKeysStoreSize (sizeof(xmlSecKeyStore) + sizeof(xmlSecKeyStorePtr))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/mscng/keysstore.c:51
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"        xmlSecInternalError(""assumed sizeof(y) == sizeof(p)"", xmlSecKeyDataKlassGetName(id));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/mscng/certkeys.c:694
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"        (sizeof(xmlSecKeyStore) + sizeof(xmlSecKeyStorePtr))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/mscrypto/keysstore.c:66
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"        (sizeof(xmlSecKeyStore) + sizeof(xmlSecKeyStorePtr))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/nss/keysstore.c:58
310d04b10f70b8becb4020d5d9a2f7ff5295026de0089e01709a2b79b078b4d2d4c96c85dca105e654c4510e2c913284b55fb2e70058253769430f21635c511d,"    for(zeros_len = 1; (zeros_len < sizeof(bb)) && (bb[zeros_len] == 0); ++zeros_len) {
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/nss/x509vfy.c:718
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"	size = backtrace(array, sizeof(array) / sizeof(array[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/db/os/os_stack.c:37
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    poptDone done = memset(alloca(sizeof(*done)), 0, sizeof(*done));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/popt/popthelp.c:707
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  return FilePath(_getcwd(cwd, sizeof(cwd)) == NULL ? """" : cwd);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/fmt/test/gmock-gtest-all.cc:7942
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  return FilePath(getcwd(cwd, sizeof(cwd)) == NULL ? """" : cwd);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/fmt/test/gmock-gtest-all.cc:7945
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    ::GetTempPathA(sizeof(temp_dir_path), temp_dir_path);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/fmt/test/gmock-gtest-all.cc:8731
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"//   GTEST_COMPILE_ASSERT_(sizeof(foo) < 128, foo_too_large);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/fmt/test/gtest/gtest.h:1912
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"                this->gptr() - number_putbacks * sizeof(char_type), number_putbacks * sizeof(char_type));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/Netxx-0.3.2/include/Netxx/Netbuf.h:176
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"            printf(""%.*s"", (int)(sizeof(spaces) - n), spaces);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/srtp/test/cutest.h:323
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"        for (i = (sizeof(v128_t) - c->bytes_in_buffer); i < sizeof(v128_t);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/srtp/crypto/cipher/aes_icm.c:323
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    (unsigned)(sizeof(GeoIP_country_code) / sizeof(GeoIP_country_code[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/contrib/GeoIP/libGeoIP/GeoIP.c:159
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"      memcpy(&naddr, body, sizeof(UInt32)); body+=sizeof(UInt32);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/reTurn/StunMessage.cxx:399
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"      memcpy(&result.addr.ipv6, body, sizeof(result.addr.ipv6)); body+=sizeof(result.addr.ipv6);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/reTurn/StunMessage.cxx:406
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  resip_assert(code >= 0 && code < (sizeof(errtext) / sizeof(*errtext)));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/rutil/dns/ares/ares_strerror.c:44
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"	size = backtrace(array, sizeof(array) / sizeof(array[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/db/os/os_stack.c:37
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"<pre>db_timespec mytime;<br>DB_LSN perm_lsn;<br>DBT lease_dbt;<br>REP_GRANT_INFO gi;<br><br><br>timespecclear(&amp;mytime);<br>timespecclear(&amp;newgrant);<br>memset(&amp;lease_dbt, 0, sizeof(lease_dbt));<br>memset(&amp;gi, 0, sizeof(gi));<br>__os_gettime(dbenv, &amp;mytime);<br>timespecadd(&amp;mytime, &amp;rep-&gt;lease_duration);<br>MUTEX_LOCK(rep-&gt;clientdb_mutex);<br>perm_lsn = lp-&gt;max_perm_lsn;<br>MUTEX_UNLOCK(rep-&gt;clientdb_mutex);<br>REP_SYSTEM_LOCK(dbenv);<br>if (timespeccmp(mytime, rep-&gt;grant_expire, &gt;))<br>	rep-&gt;grant_expire = mytime;<br>gi.msg_time = msg-&gt;msg_time;<br>#ifdef DIAGNOSTIC<br>gi.expire_time = rep-&gt;grant_expire;<br>#endif<br>lease_dbt.data = &amp;gi;<br>lease_dbt.size = sizeof(gi);<br>REP_SYSTEM_UNLOCK(dbenv);<br>__rep_send_message(dbenv, eid, REP_LEASE_GRANT, &amp;perm_lsn, &amp;lease_dbt, 0, 0);<br></pre>
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/db/rep/mlease.html:417
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"#define ArraySize(X)    (sizeof(X)/sizeof(X[0]))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/db/db_sql/sqlite/sqliteInt.h:401
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"#define etNINFO (int)(sizeof(fmtinfo)/sizeof(fmtinfo[0]))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/db/db_sql/sqlite/sqlprintf.c:139
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"#define YY_SZ_ACTTAB (int)(sizeof(yy_action)/sizeof(yy_action[0]))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/db/db_sql/sqlite/parse.c:602
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"        && yyruleno<(int)(sizeof(yyRuleName)/sizeof(yyRuleName[0])) ){
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/db/db_sql/sqlite/parse.c:2008
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    poptDone done = memset(alloca(sizeof(*done)), 0, sizeof(*done));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/popt/popthelp.c:707
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  for (std::size_t i = 0, n = sizeof(codes) / sizeof(*codes); i < n; ++i) {
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/fmt/test/format-impl-test.cc:175
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  if (sizeof(U) <= sizeof(int) && sizeof(int) < sizeof(T)) {
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/fmt/test/printf-test.cc:306
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    (sizeof(long) == sizeof(int) ? int_type : long_long_type), long, long_type)
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/fmt/include/fmt/core.h:631
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"                this->gptr() - number_putbacks * sizeof(char_type), number_putbacks * sizeof(char_type));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/Netxx-0.3.2/include/Netxx/Netbuf.h:176
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    (unsigned)(sizeof(GeoIP_country_code) / sizeof(GeoIP_country_code[0]));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/contrib/GeoIP/libGeoIP/GeoIP.c:159
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"#define REND_NELTS(tbl)   ( sizeof(tbl)/sizeof((tbl)[0]) )
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/resip/rend/RendMisc.hxx:30
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"      if ((n=read(fd,&r,sizeof(r))) == sizeof(r))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/resip/stack/test/testHash.cxx:124
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    for(unsigned int i = 0 ; i < sizeof(arr)/sizeof(*arr); i++)
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/resip/stack/test/testId.cxx:57
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    for(size_t i = 0 ; i < sizeof(lang)/sizeof(*lang); ++i)
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/resip/stack/test/testPlainContents.cxx:20
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"    for (unsigned int i = 0 ; i < sizeof(sigs)/sizeof(*sigs); i++)
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/p2p/test/testCon.cxx:201
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"   for (unsigned int count=0; count<(len+sizeof(int)-1)/sizeof(int); ++count)
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/rutil/Random.cxx:350
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  while ( (x=read(mPipe[0], rdBuf, sizeof(rdBuf))) == sizeof(rdBuf) )
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/rutil/SelectInterruptor.cxx:83
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"            for (unsigned i = 0, n = sizeof(testVectors) / sizeof(testVectors[0]); i < n; ++i) {
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/rutil/test/testData.cxx:1368
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"   if ( hdrLen >= (sizeof(result)-sizeof(result.sizeReason)) ) // Note: result.sizeReason is extra info in StunAtrError that is not on the wire
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/rutil/stun/Stun.cxx:121
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"  resip_assert(code >= 0 && code < (sizeof(errtext) / sizeof(*errtext)));
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/rutil/dns/ares/ares_strerror.c:44
c79870838ebb9ef921be27c4305b4864b6eb9e821f3fdb2b3f355508b7d97f24e3fb1022184bcb1f4ab84f80a21b3b7fff36a70c8f1a6d39bc272ad3f496dfa2,"      if (gethostname(hostname, sizeof(hostname)) == -1 || !strchr(hostname, '.'))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/rutil/dns/ares/ares_init.c:894
77b5bea6a7254372a97152a175d137556cc7f022b1bc666b82b6d78797d089dbfcdd198d7af590049cf9deaaad03361b48c1a1fc038fd0b0434d6af4fa540599,"#define array_count(a) (sizeof(a) / (sizeof((a)[0])))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/external/wepoll/wepoll.c:824
97fbba49649fd9852def8c54abb1f64b754d245d6457d14c32ca33fac7409b6019e4b02be4a27bd0ce384e3f99794ae1893f068f3e444809772db394135d1535,"#define ARRAY_SIZE(array) (sizeof(array) / sizeof(array[0]))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/bloaty.cc:101
c57ae9efe1a39a59cc2fa6b8aed3a5cd55783f273a6ce80aad34971fc5e2d146557e9abac33a7e67f667b7bbd8960358f9f6ae4afb5dd07f8ea933373888523e,"#define SIZEOF_ARRAY(a)     (sizeof(a) / sizeof(a[0]))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/md4c.c:65
c57ae9efe1a39a59cc2fa6b8aed3a5cd55783f273a6ce80aad34971fc5e2d146557e9abac33a7e67f667b7bbd8960358f9f6ae4afb5dd07f8ea933373888523e,"        if(input_size >= sizeof(bom)  &&  memcmp(input, bom, sizeof(bom)) == 0) {
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/md4c-html.c:565
297ed8eaa06365ac129a0e2040cca3801263ab53ab351dd9372f96c8d79a580496d1ec8e67ff892f3abe2493ef2c377aa6c01d98362ce09b12b4a9c874700eb8,"    janet_assert(slen <= sizeof(ss), ""socket address truncated"");
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/src/core/net.c:704
297ed8eaa06365ac129a0e2040cca3801263ab53ab351dd9372f96c8d79a580496d1ec8e67ff892f3abe2493ef2c377aa6c01d98362ce09b12b4a9c874700eb8,"    janet_assert(slen <= sizeof(ss), ""socket address truncated"");
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/src/core/net.c:720
297ed8eaa06365ac129a0e2040cca3801263ab53ab351dd9372f96c8d79a580496d1ec8e67ff892f3abe2493ef2c377aa6c01d98362ce09b12b4a9c874700eb8,"    if (index >= (sizeof(optimizers) / sizeof(optimizers[0])))
",.*\(.*sizeof\((.*)\).*\1.*\).*\),/tmp/GitClone/src/core/cfuns.c:397
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memset((char *)conn + sizeof(conn->super), 0, offsetof(struct st_h2o_http1_conn_t, req) - sizeof(conn->super));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http1.c:1268
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"            assert(i != sizeof(stream_offsets) / sizeof(stream_offsets[0]) && ""we should have found one stream"");
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http3/server.c:1605
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memcpy(&result, buf + bytes_to_encrypt - sizeof(result), sizeof(result));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http3/common.c:487
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memset((char *)conn + sizeof(conn->super), 0, sizeof(*conn) - sizeof(conn->super));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http3/common.c:1111
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    H2O_BUILD_ASSERT(sizeof(vecs) / sizeof(vecs[0]) <= IOV_MAX);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/core/request.c:238
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    writev(2, vecs, sizeof(vecs) / sizeof(vecs[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/core/request.c:239
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    counter->average = counter->prev.sum / (sizeof(counter->prev.slots) / sizeof(counter->prev.slots[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/common/socket.c:1824
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memset((char *)conn + sizeof(conn->super), 0, sizeof(*conn) - sizeof(conn->super));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/common/http3client.c:362
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memcpy(sa->sun_path, host.base + sizeof(PREFIX) - 1, host.len - (sizeof(PREFIX) - 1));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/common/url.c:409
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    nevents = epoll_wait(loop->ep, events, sizeof(events) / sizeof(events[0]), max_wait);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/common/socket/evloop/epoll.c.h:115
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    nevents = kevent(loop->kq, changelist, nchanges, events, sizeof(events) / sizeof(events[0]), &ts);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/common/socket/evloop/kqueue.c.h:120
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"        assert(nparts <= sizeof(parts) / sizeof(parts[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/handler/connect.c:149
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    post_response(ctx, 500, headers_sorted, sizeof(headers_sorted) / sizeof(headers_sorted[0]), 1);
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/handler/mruby/http_request.c:337
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"        assert(i <= sizeof(argv) / sizeof(argv[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/handler/configurator/fastcgi.c:274
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memset((char *)conn + sizeof(conn->super), 0, sizeof(*conn) - sizeof(conn->super));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http2/connection.c:1720
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    return h2o_cache_set(conn->push_memo, 0, h2o_iovec_init(&url_hash, sizeof(url_hash)), url_hash, h2o_iovec_init(NULL, 0));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http2/connection.c:1753
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"        queue->offset = (queue->offset + zeroes) % (sizeof(queue->anchors) / sizeof(queue->anchors[0]));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/lib/http2/scheduler.c:113
d2445edbbde089e8aef35a65cbb2655e0c486339c3c56608daf98d595323ad7d2b8e6b94ca3f48d84bc9b2a28337132144ea058581d6daa6c6b5d5f514a76190,"    memset((char *)conn + sizeof(conn->super), 0, offsetof(struct st_h2o_loopback_conn_t, req) - sizeof(conn->super));
",".*\(.*sizeof\((.*)\).*\1.*\);
",/tmp/GitClone/t/00unit/test.c:70
